string_field_0,string_field_1,string_field_2,string_field_3
PDS000000557.1,PDT000000013.1,SAMD00029168,
PDS000000557.1,PDT000000014.1,SAMD00029169,
PDS000000557.1,PDT000000015.1,SAMD00029160,
PDS000000557.1,PDT000000016.1,SAMD00029161,
PDS000000330.1,PDT000001040.1,SAMEA3916053,
PDS000000330.1,PDT000001829.1,SAMEA3894003,
PDS000000330.1,PDT000001830.1,SAMEA3894004,
PDS000000330.1,PDT000001831.1,SAMEA3894005,
PDS000000330.1,PDT000001834.1,SAMEA3894008,
PDS000000330.1,PDT000001843.2,SAMEA3894017,
PDS000000330.1,PDT000001844.1,SAMEA3894018,
PDS000000330.1,PDT000001845.1,SAMEA3894019,
PDS000000330.1,PDT000001846.1,SAMEA3894020,
PDS000000330.1,PDT000002412.1,SAMEA3894077,
PDS000000330.1,PDT000002563.1,SAMEA3894304,
PDS000000330.1,PDT000002577.1,SAMEA3894332,
PDS000000406.1,PDT000010349.1,SAMEA2638195,
PDS000000406.1,PDT000010356.1,SAMEA2638265,
PDS000000406.1,PDT000010360.1,SAMEA2638288,
PDS000000406.1,PDT000010364.1,SAMEA2638321,
PDS000000406.1,PDT000010952.1,SAMEA3375221,
PDS000000406.1,PDT000010953.1,SAMEA3375222,
PDS000000406.1,PDT000010954.1,SAMEA3375223,
PDS000000406.1,PDT000010955.2,SAMEA3375224,
PDS000000406.1,PDT000010956.1,SAMEA3375225,
PDS000000406.1,PDT000010957.1,SAMEA3375226,
PDS000000406.1,PDT000010958.1,SAMEA3375227,
PDS000000406.1,PDT000010959.1,SAMEA3375228,
PDS000000419.1,PDT000003648.1,SAMEA4554070,
PDS000000419.1,PDT000003680.1,SAMEA4554102,
PDS000000419.1,PDT000009327.1,SAMEA2146333,
PDS000000419.1,PDT000009522.1,SAMEA2157128,
PDS000000419.1,PDT000009682.1,SAMEA2143183,
PDS000000419.1,PDT000009684.1,SAMEA2155721,
PDS000000419.1,PDT000009695.1,SAMEA2162902,
PDS000000419.1,PDT000009698.1,SAMEA2148977,
PDS000000419.1,PDT000009704.1,SAMEA1971051,
PDS000000419.1,PDT000009836.1,SAMEA2145557,
PDS000000419.1,PDT000010202.1,SAMEA2143032,
PDS000000419.1,PDT000011295.1,SAMEA3304474,
PDS000000352.1,PDT000002179.1,SAMEA3893799,
PDS000000352.1,PDT000009165.1,SAMEA2154589,
PDS000000352.1,PDT000009519.1,SAMEA2150734,
PDS000000352.1,PDT000009659.1,SAMEA2162109,
PDS000000352.1,PDT000009861.1,SAMEA2147710,
PDS000000352.1,PDT000009907.1,SAMEA2148477,
PDS000000352.1,PDT000009921.1,SAMEA2161290,
PDS000000352.1,PDT000009996.1,SAMEA2156146,
PDS000000352.1,PDT000010009.1,SAMEA2148523,
PDS000000352.1,PDT000010021.1,SAMEA2158702,
PDS000000352.1,PDT000010035.1,SAMEA2145590,
PDS000000352.1,PDT000010245.1,SAMEA2158604,
PDS000000535.1,PDT000004322.1,SAMEA1045521,
PDS000000535.1,PDT000004327.1,SAMEA1045529,
PDS000000535.1,PDT000004338.1,SAMEA1045540,
PDS000000535.1,PDT000004352.1,SAMEA1045563,
PDS000000535.1,PDT000004360.1,SAMEA1045571,
PDS000000535.1,PDT000004361.1,SAMEA1045572,
PDS000000535.1,PDT000004362.1,SAMEA1045573,
PDS000000535.1,PDT000004367.1,SAMEA1045578,
PDS000000535.1,PDT000004368.1,SAMEA1045579,
PDS000000535.1,PDT000004381.1,SAMEA1045592,
PDS000000535.1,PDT000004385.1,SAMEA1045596,
PDS000000535.1,PDT000004389.1,SAMEA1045600,
PDS000000517.1,PDT000004786.1,SAMEA1064374,
PDS000000517.1,PDT000004791.1,SAMEA1064379,
PDS000000517.1,PDT000004796.1,SAMEA1064384,
PDS000000517.1,PDT000004798.1,SAMEA1064386,
PDS000000517.1,PDT000004800.1,SAMEA1064388,
PDS000000517.1,PDT000004801.1,SAMEA1064389,
PDS000000517.1,PDT000004802.1,SAMEA1064390,
PDS000000517.1,PDT000004803.1,SAMEA1064391,
PDS000000517.1,PDT000004804.1,SAMEA1064392,
PDS000000517.1,PDT000004805.1,SAMEA1064393,
PDS000000517.1,PDT000004813.1,SAMEA1064401,
PDS000000154.1,PDT000016253.1,SAMN05510604,
PDS000000154.1,PDT000016254.1,SAMN05510605,
PDS000000154.1,PDT000016261.1,SAMN05510612,
PDS000000154.1,PDT000016262.1,SAMN05510613,
PDS000000154.1,PDT000018722.1,SAMN08596152,
PDS000000154.1,PDT000018738.1,SAMN08596126,
PDS000000154.1,PDT000018743.1,SAMN08596128,
PDS000000154.1,PDT000018767.1,SAMN08596121,
PDS000000154.1,PDT000018772.1,SAMN08596136,
PDS000000154.1,PDT000018819.1,SAMN08596155,
PDS000000154.1,PDT000018879.1,SAMN08596122,
PDS000000269.1,PDT000005354.1,SAMEA4884872,
PDS000000269.1,PDT000005372.1,SAMEA4884929,
PDS000000269.1,PDT000005730.1,SAMEA4884959,
PDS000000269.1,PDT000005837.1,SAMEA4884953,
PDS000000269.1,PDT000006007.1,SAMEA4885004,
PDS000000269.1,PDT000006215.1,SAMEA4884887,
PDS000000269.1,PDT000006425.1,SAMEA4885005,
PDS000000269.1,PDT000006673.1,SAMEA4884884,
PDS000000269.1,PDT000006883.1,SAMEA4884980,
PDS000000269.1,PDT000006954.1,SAMEA4886019,
PDS000000269.1,PDT000006957.1,SAMEA4886020,
PDS000000362.1,PDT000000208.1,SAMEA3753127,
PDS000000362.1,PDT000000209.1,SAMEA3751258,
PDS000000362.1,PDT000000210.1,SAMEA3753128,
PDS000000362.1,PDT000000212.2,SAMEA3752677,
PDS000000362.1,PDT000000214.1,SAMEA3752259,
PDS000000362.1,PDT000000216.1,SAMEA3752502,
PDS000000362.1,PDT000000217.1,SAMEA3753130,
PDS000000362.1,PDT000000218.1,SAMEA3751261,
PDS000000362.1,PDT000000220.1,SAMEA3753131,
PDS000000362.1,PDT000000239.1,SAMEA3752256,
PDS000000362.1,PDT000000256.1,SAMEA3753132,
PDS000000516.1,PDT000004777.1,SAMEA1064365,
PDS000000516.1,PDT000004778.1,SAMEA1064366,
PDS000000516.1,PDT000004788.1,SAMEA1064376,
PDS000000516.1,PDT000004795.1,SAMEA1064383,
PDS000000516.1,PDT000004797.1,SAMEA1064385,
PDS000000516.1,PDT000004807.1,SAMEA1064395,
PDS000000516.1,PDT000004808.1,SAMEA1064396,
PDS000000516.1,PDT000004809.1,SAMEA1064397,
PDS000000516.1,PDT000004812.1,SAMEA1064400,
PDS000000516.1,PDT000004814.1,SAMEA1064402,
PDS000000516.1,PDT000004815.1,SAMEA1064403,
PDS000000428.1,PDT000000056.2,SAMEA3304548,
PDS000000428.1,PDT000000073.1,SAMEA3304565,
PDS000000428.1,PDT000000095.1,SAMEA3304426,
PDS000000428.1,PDT000011231.1,SAMEA3304407,
PDS000000428.1,PDT000011240.1,SAMEA3304417,
PDS000000428.1,PDT000011241.1,SAMEA3304419,
PDS000000428.1,PDT000011242.1,SAMEA3304420,
PDS000000428.1,PDT000011243.1,SAMEA3304421,
PDS000000428.1,PDT000011246.1,SAMEA3304424,
PDS000000428.1,PDT000011247.1,SAMEA3304425,
PDS000000428.1,PDT000011428.1,SAMEA3304295,
PDS000000242.1,PDT000005482.1,SAMEA4885412,
PDS000000242.1,PDT000005531.1,SAMEA4885114,
PDS000000242.1,PDT000005551.1,SAMEA4885560,
PDS000000242.1,PDT000005628.1,SAMEA4885116,
PDS000000242.1,PDT000005664.1,SAMEA4885132,
PDS000000242.1,PDT000005919.1,SAMEA4885128,
PDS000000242.1,PDT000005970.1,SAMEA4885131,
PDS000000242.1,PDT000006360.1,SAMEA4885129,
PDS000000242.1,PDT000006587.1,SAMEA4885115,
PDS000000242.1,PDT000006606.1,SAMEA4885113,
PDS000000242.1,PDT000006730.1,SAMEA4885130,
PDS000000356.1,PDT000001675.1,SAMEA3893815,
PDS000000356.1,PDT000001679.1,SAMEA3893834,
PDS000000356.1,PDT000001680.1,SAMEA3893837,
PDS000000356.1,PDT000001682.1,SAMEA3893844,
PDS000000356.1,PDT000002150.1,SAMEA3893770,
PDS000000356.1,PDT000002164.1,SAMEA3893784,
PDS000000356.1,PDT000002165.1,SAMEA3893785,
PDS000000356.1,PDT000002167.1,SAMEA3893787,
PDS000000356.1,PDT000002195.1,SAMEA3893816,
PDS000000356.1,PDT000002196.1,SAMEA3893817,
PDS000000356.1,PDT000002197.2,SAMEA3893818,
PDS000000344.1,PDT000001773.1,SAMEA3893947,
PDS000000344.1,PDT000002337.1,SAMEA3894188,
PDS000000344.1,PDT000002338.1,SAMEA3894189,
PDS000000344.1,PDT000002339.1,SAMEA3894190,
PDS000000344.1,PDT000002340.1,SAMEA3894191,
PDS000000344.1,PDT000002341.1,SAMEA3894192,
PDS000000344.1,PDT000002368.1,SAMEA3894033,
PDS000000344.1,PDT000002369.1,SAMEA3894034,
PDS000000344.1,PDT000002371.1,SAMEA3894036,
PDS000000344.1,PDT000002572.1,SAMEA3894322,
PDS000000344.1,PDT000002671.1,SAMEA3894429,
PDS000000166.1,PDT000011092.1,SAMEA3389043,
PDS000000166.1,PDT000016214.1,SAMN05510560,
PDS000000166.1,PDT000017123.1,SAMN05831067,
PDS000000166.1,PDT000017142.1,SAMN05831088,
PDS000000166.1,PDT000017143.1,SAMN05831089,
PDS000000166.1,PDT000018765.1,SAMN08596139,
PDS000000166.1,PDT000018791.1,SAMN08596150,
PDS000000166.1,PDT000018809.1,SAMN08595978,
PDS000000166.1,PDT000019106.1,SAMN08911098,
PDS000000166.1,PDT000019109.1,SAMN08911085,
PDS000000390.1,PDT000017647.1,SAMN07141379,
PDS000000390.1,PDT000017674.1,SAMN07141427,
PDS000000390.1,PDT000017680.1,SAMN07141421,
PDS000000390.1,PDT000017732.1,SAMN07141480,
PDS000000390.1,PDT000017761.1,SAMN07141415,
PDS000000390.1,PDT000017765.1,SAMN07141411,
PDS000000390.1,PDT000017797.1,SAMN07141401,
PDS000000390.1,PDT000017813.1,SAMN07141577,
PDS000000390.1,PDT000017832.1,SAMN07141350,
PDS000000390.1,PDT000019530.1,SAMN09401142,
PDS000000466.1,PDT000019370.1,SAMN09401345,
PDS000000466.1,PDT000019453.1,SAMN09401355,
PDS000000466.1,PDT000019457.1,SAMN09401351,
PDS000000466.1,PDT000019482.1,SAMN09401281,
PDS000000466.1,PDT000019644.1,SAMN09401296,
PDS000000466.1,PDT000019645.1,SAMN09401293,
PDS000000466.1,PDT000019759.1,SAMN09401268,
PDS000000466.1,PDT000019773.1,SAMN09401462,
PDS000000466.1,PDT000019916.2,SAMN09401463,
PDS000000466.1,PDT000020215.1,SAMN09401369,
PDS000000466.1,PDT000020261.1,SAMN09401240,
PDS000000109.2,PDT000001889.1,SAMEA3893529,
PDS000000550.1,PDT000005141.1,SAMEA104076683,
PDS000000550.1,PDT000005147.1,SAMEA104076784,
PDS000000550.1,PDT000005148.1,SAMEA104076785,
PDS000000550.1,PDT000005151.1,SAMEA104076788,
PDS000000550.1,PDT000005152.1,SAMEA104076789,
PDS000000550.1,PDT000005260.1,SAMEA104076720,
PDS000000550.1,PDT000005270.1,SAMEA104076732,
PDS000000550.1,PDT000005272.1,SAMEA104076734,
PDS000000550.1,PDT000005273.1,SAMEA104076735,
PDS000000550.1,PDT000007953.1,SAMEA104365034,
PDS000000550.1,PDT000007987.1,SAMEA104365081,
PDS000000180.1,PDT000000987.1,SAMEA4052462,
PDS000000180.1,PDT000008229.1,SAMEA5368100,
PDS000000180.1,PDT000008230.1,SAMEA5368075,
PDS000000180.1,PDT000008331.1,SAMEA5368752,
PDS000000180.1,PDT000008364.1,SAMEA5368145,
PDS000000180.1,PDT000008368.1,SAMEA5368114,
PDS000000180.1,PDT000008369.1,SAMEA5368140,
PDS000000180.1,PDT000008377.1,SAMEA5368111,
PDS000000180.1,PDT000008423.1,SAMEA5368155,
PDS000000180.1,PDT000008441.1,SAMEA5368183,
PDS000000180.1,PDT000008508.1,SAMEA5368391,
PDS000000367.1,PDT000000123.2,SAMEA3614326,
PDS000000367.1,PDT000000136.1,SAMEA3614339,
PDS000000367.1,PDT000000138.1,SAMEA3614341,
PDS000000367.1,PDT000000141.1,SAMEA3614344,
PDS000000367.1,PDT000000145.1,SAMEA3614348,
PDS000000367.1,PDT000002971.1,SAMEA18398668,
PDS000000367.1,PDT000011066.1,SAMEA3389017,
PDS000000367.1,PDT000018116.1,SAMN07816961,
PDS000000367.1,PDT000018173.1,SAMN07816946,
PDS000000367.1,PDT000018901.1,SAMN08596062,
PDS000000346.1,PDT000001714.1,SAMEA3893888,
PDS000000346.1,PDT000002093.1,SAMEA3893703,
PDS000000346.1,PDT000002460.1,SAMEA3894218,
PDS000000346.1,PDT000002461.1,SAMEA3894219,
PDS000000346.1,PDT000002462.1,SAMEA3894220,
PDS000000346.1,PDT000002463.1,SAMEA3894221,
PDS000000346.1,PDT000002465.1,SAMEA3894223,
PDS000000346.1,PDT000002552.1,SAMEA3894316,
PDS000000346.1,PDT000002596.1,SAMEA3894354,
PDS000000346.1,PDT000002680.1,SAMEA3894438,
PDS000000365.1,PDT000000633.1,SAMEA3716824,
PDS000000365.1,PDT000000678.1,SAMEA3716871,
PDS000000365.1,PDT000000709.1,SAMEA3716902,
PDS000000365.1,PDT000000714.1,SAMEA3716907,
PDS000000365.1,PDT000000738.2,SAMEA3716942,
PDS000000365.1,PDT000000753.1,SAMEA3716957,
PDS000000365.1,PDT000000758.1,SAMEA3716962,
PDS000000365.1,PDT000000791.2,SAMEA3716995,
PDS000000365.1,PDT000000803.1,SAMEA3717007,
PDS000000365.1,PDT000000808.1,SAMEA3717012,
PDS000000572.1,PDT000001280.1,SAMEA3916475,
PDS000000572.1,PDT000001281.1,SAMEA3916478,
PDS000000572.1,PDT000001282.1,SAMEA3916479,
PDS000000572.1,PDT000001283.1,SAMEA3916480,
PDS000000572.1,PDT000001284.1,SAMEA3916481,
PDS000000572.1,PDT000001285.1,SAMEA3916482,
PDS000000572.1,PDT000002259.1,SAMEA3942003,
PDS000000572.1,PDT000011073.1,SAMEA3389024,
PDS000000165.1,PDT000004672.1,SAMEA69803668,
PDS000000165.1,PDT000004910.1,SAMEA79000918,
PDS000000165.1,PDT000004911.2,SAMEA79001668,
PDS000000165.1,PDT000004912.1,SAMEA79002418,
PDS000000165.1,PDT000004920.1,SAMEA79008418,
PDS000000165.1,PDT000004925.1,SAMEA79012168,
PDS000000165.1,PDT000004929.1,SAMEA79015168,
PDS000000165.1,PDT000004931.1,SAMEA79016668,
PDS000000165.1,PDT000004932.1,SAMEA79017418,
PDS000000165.1,PDT000004933.1,SAMEA79018168,
PDS000000423.1,PDT000000085.1,SAMEA3304346,
PDS000000423.1,PDT000011176.1,SAMEA3304344,
PDS000000423.1,PDT000011177.1,SAMEA3304345,
PDS000000423.1,PDT000011179.1,SAMEA3304348,
PDS000000423.1,PDT000011180.1,SAMEA3304349,
PDS000000423.1,PDT000011187.1,SAMEA3304357,
PDS000000423.1,PDT000011207.1,SAMEA3304380,
PDS000000423.1,PDT000011494.1,SAMEA3304342,
PDS000000423.1,PDT000011495.1,SAMEA3304343,
PDS000000540.1,PDT000003790.1,SAMEA104143330,
PDS000000540.1,PDT000003794.1,SAMEA104151554,
PDS000000540.1,PDT000005430.2,SAMEA4885742,
PDS000000540.1,PDT000005651.1,SAMEA4885657,
PDS000000540.1,PDT000005778.1,SAMEA4885557,
PDS000000540.1,PDT000006054.2,SAMEA4885780,
PDS000000540.1,PDT000006268.1,SAMEA4885735,
PDS000000540.1,PDT000006321.1,SAMEA4885737,
PDS000000540.1,PDT000006430.2,SAMEA4885388,
PDS000000527.1,PDT000003907.1,SAMEA104671184,
PDS000000527.1,PDT000004103.1,SAMEA104693483,
PDS000000527.1,PDT000004108.1,SAMEA104693488,
PDS000000527.1,PDT000004123.1,SAMEA104693535,
PDS000000527.1,PDT000004308.1,SAMEA1045461,
PDS000000527.1,PDT000004311.1,SAMEA1045498,
PDS000000527.1,PDT000007995.1,SAMEA5368723,
PDS000000527.1,PDT000008021.1,SAMEA5368713,
PDS000000527.1,PDT000010561.1,SAMEA3180450,
PDS000000257.1,PDT000005629.1,SAMEA4885045,
PDS000000257.1,PDT000005633.1,SAMEA4885099,
PDS000000257.1,PDT000005757.2,SAMEA4885098,
PDS000000257.1,PDT000005963.2,SAMEA4885069,
PDS000000257.1,PDT000005981.1,SAMEA4884987,
PDS000000257.1,PDT000006342.1,SAMEA4885060,
PDS000000257.1,PDT000006644.1,SAMEA4885101,
PDS000000257.1,PDT000006671.1,SAMEA4885050,
PDS000000257.1,PDT000006817.1,SAMEA4885092,
PDS000000144.1,PDT000004263.1,SAMEA104703856,
PDS000000144.1,PDT000004264.1,SAMEA104703857,
PDS000000144.1,PDT000004269.1,SAMEA104703862,
PDS000000144.1,PDT000004272.1,SAMEA104703865,
PDS000000144.1,PDT000004273.1,SAMEA104703866,
PDS000000144.1,PDT000004274.1,SAMEA104703867,
PDS000000144.1,PDT000004275.1,SAMEA104703868,
PDS000000144.1,PDT000004278.1,SAMEA104703871,
PDS000000203.1,PDT000004116.1,SAMEA104693496,
PDS000000203.1,PDT000005489.1,SAMEA4885576,
PDS000000203.1,PDT000005525.1,SAMEA4885947,
PDS000000203.1,PDT000005719.2,SAMEA4885629,
PDS000000203.1,PDT000005811.1,SAMEA4885298,
PDS000000203.1,PDT000006159.1,SAMEA4885946,
PDS000000203.1,PDT000006637.1,SAMEA4885499,
PDS000000203.1,PDT000007204.1,SAMEA5223961,
PDS000000203.1,PDT000007211.1,SAMEA5223968,
PDS000000374.1,PDT000000336.1,SAMEA3484573,
PDS000000374.1,PDT000000337.1,SAMEA3484574,
PDS000000374.1,PDT000000338.1,SAMEA3484575,
PDS000000374.1,PDT000000339.1,SAMEA3484576,
PDS000000374.1,PDT000000341.1,SAMEA3484578,
PDS000000374.1,PDT000000342.1,SAMEA3484579,
PDS000000374.1,PDT000000343.1,SAMEA3484580,
PDS000000374.1,PDT000000344.2,SAMEA3484581,
PDS000000374.1,PDT000000345.1,SAMEA3484582,
PDS000000142.1,PDT000017194.1,SAMN05832623,
PDS000000142.1,PDT000017214.2,SAMN05832641,
PDS000000142.1,PDT000017216.1,SAMN05832643,
PDS000000142.1,PDT000017217.2,SAMN05832644,
PDS000000142.1,PDT000017220.1,SAMN05832646,
PDS000000142.1,PDT000017228.1,SAMN05832654,
PDS000000142.1,PDT000017229.1,SAMN05832655,
PDS000000142.1,PDT000017231.2,SAMN05832656,
PDS000000142.1,PDT000017232.1,SAMN05832657,
PDS000000159.1,PDT000012823.2,SAMN02923995,
PDS000000159.1,PDT000012824.1,SAMN02924053,
PDS000000159.1,PDT000012825.1,SAMN02924054,
PDS000000159.1,PDT000012826.2,SAMN02924055,
PDS000000159.1,PDT000012827.1,SAMN02924057,
PDS000000159.1,PDT000012829.1,SAMN02924059,
PDS000000159.1,PDT000012830.1,SAMN02924060,
PDS000000159.1,PDT000012831.1,SAMN02924061,
PDS000000159.1,PDT000012832.1,SAMN02924063,
PDS000000167.1,PDT000004905.1,SAMEA78997168,
PDS000000167.1,PDT000004906.1,SAMEA78997918,
PDS000000167.1,PDT000004908.1,SAMEA78999418,
PDS000000167.1,PDT000004915.1,SAMEA79004668,
PDS000000167.1,PDT000004916.1,SAMEA79005418,
PDS000000167.1,PDT000004918.1,SAMEA79006918,
PDS000000167.1,PDT000004924.1,SAMEA79011418,
PDS000000167.1,PDT000004926.1,SAMEA79012918,
PDS000000167.1,PDT000004930.1,SAMEA79015918,
PDS000000562.1,PDT000001269.1,SAMEA3916462,
PDS000000562.1,PDT000001270.1,SAMEA3916463,
PDS000000562.1,PDT000001271.1,SAMEA3916464,
PDS000000562.1,PDT000001272.1,SAMEA3916465,
PDS000000562.1,PDT000001273.1,SAMEA3916466,
PDS000000562.1,PDT000002464.1,SAMEA3894222,
PDS000000562.1,PDT000002471.1,SAMEA3894229,
PDS000000562.1,PDT000011183.1,SAMEA3304352,
PDS000000348.1,PDT000001681.1,SAMEA3893841,
PDS000000348.1,PDT000002065.1,SAMEA3893651,
PDS000000348.1,PDT000002066.1,SAMEA3893653,
PDS000000348.1,PDT000002067.1,SAMEA3893655,
PDS000000348.1,PDT000002098.1,SAMEA3893712,
PDS000000348.1,PDT000002099.1,SAMEA3893714,
PDS000000348.1,PDT000002154.1,SAMEA3893774,
PDS000000348.1,PDT000002156.1,SAMEA3893776,
PDS000000348.1,PDT000002160.2,SAMEA3893780,
PDS000000493.1,PDT000009289.1,SAMEA2147041,
PDS000000493.1,PDT000009351.1,SAMEA2162504,
PDS000000493.1,PDT000009400.1,SAMEA2156654,
PDS000000493.1,PDT000009422.1,SAMEA2152395,
PDS000000493.1,PDT000009565.1,SAMEA2145066,
PDS000000493.1,PDT000009588.1,SAMEA2157899,
PDS000000493.1,PDT000009815.1,SAMEA2147185,
PDS000000493.1,PDT000009834.1,SAMEA2156610,
PDS000000493.1,PDT000009841.1,SAMEA2154459,
PDS000000342.1,PDT000001683.1,SAMEA3893847,
PDS000000342.1,PDT000001712.1,SAMEA3893886,
PDS000000342.1,PDT000002180.1,SAMEA3893800,
PDS000000342.1,PDT000002372.1,SAMEA3894037,
PDS000000342.1,PDT000002526.1,SAMEA3894284,
PDS000000342.1,PDT000002527.1,SAMEA3894285,
PDS000000342.1,PDT000002528.1,SAMEA3894286,
PDS000000342.1,PDT000002529.1,SAMEA3894287,
PDS000000342.1,PDT000002850.1,SAMEA3916117,
PDS000000264.1,PDT000005355.1,SAMEA4885058,
PDS000000264.1,PDT000005653.2,SAMEA4884990,
PDS000000264.1,PDT000005718.1,SAMEA4885062,
PDS000000264.1,PDT000006081.1,SAMEA4885100,
PDS000000264.1,PDT000006093.2,SAMEA4885055,
PDS000000264.1,PDT000006104.1,SAMEA4885073,
PDS000000264.1,PDT000006355.1,SAMEA4885104,
PDS000000264.1,PDT000006387.1,SAMEA4885051,
PDS000000127.2,PDT000010857.1,SAMEA3108563,
PDS000000127.2,PDT000010869.1,SAMEA3108575,
PDS000000127.2,PDT000010887.1,SAMEA3108593,
PDS000000127.2,PDT000010889.1,SAMEA3108595,
PDS000000127.2,PDT000010890.1,SAMEA3108596,
PDS000000127.2,PDT000010891.1,SAMEA3108597,
PDS000000127.2,PDT000010906.1,SAMEA3108612,
PDS000000127.2,PDT000010910.1,SAMEA3108616,
PDS000000486.1,PDT000009238.1,SAMEA2150792,
PDS000000486.1,PDT000009373.1,SAMEA2146316,
PDS000000486.1,PDT000009428.1,SAMEA2157146,
PDS000000486.1,PDT000009503.1,SAMEA2155511,
PDS000000486.1,PDT000009680.1,SAMEA2143187,
PDS000000486.1,PDT000009790.1,SAMEA2150249,
PDS000000486.1,PDT000009810.1,SAMEA2150428,
PDS000000486.1,PDT000009821.1,SAMEA2157475,
PDS000000482.1,PDT000009240.1,SAMEA2151578,
PDS000000482.1,PDT000009267.1,SAMEA2152606,
PDS000000482.1,PDT000009277.1,SAMEA2142461,
PDS000000482.1,PDT000009391.1,SAMEA2161001,
PDS000000482.1,PDT000009462.1,SAMEA2160211,
PDS000000482.1,PDT000009742.1,SAMEA2153344,
PDS000000482.1,PDT000009788.1,SAMEA2150642,
PDS000000482.1,PDT000009820.1,SAMEA2157907,
PDS000000520.1,PDT000003586.1,SAMEA4554008,
PDS000000520.1,PDT000003631.1,SAMEA4554053,
PDS000000520.1,PDT000003632.1,SAMEA4554054,
PDS000000520.1,PDT000003634.1,SAMEA4554056,
PDS000000520.1,PDT000004265.1,SAMEA104703858,
PDS000000520.1,PDT000010462.1,SAMEA3180324,
PDS000000520.1,PDT000010500.1,SAMEA3180362,
PDS000000451.1,PDT000009164.1,SAMEA2144113,
PDS000000451.1,PDT000009218.1,SAMEA1964516,
PDS000000451.1,PDT000009591.1,SAMEA2150237,
PDS000000451.1,PDT000009872.1,SAMEA2150825,
PDS000000451.1,PDT000009904.1,SAMEA2160503,
PDS000000451.1,PDT000010166.1,SAMEA2156446,
PDS000000451.1,PDT000010214.1,SAMEA2149512,
PDS000000451.1,PDT000010291.1,SAMEA2157488,
PDS000000608.1,PDT000006074.1,SAMEA4885053,
PDS000000608.1,PDT000009283.1,SAMEA2154588,
PDS000000608.1,PDT000009299.1,SAMEA2159608,
PDS000000608.1,PDT000009523.1,SAMEA2161698,
PDS000000608.1,PDT000009552.1,SAMEA2151995,
PDS000000608.1,PDT000009824.1,SAMEA2155881,
PDS000000608.1,PDT000019124.1,SAMN08911121,
PDS000000608.1,PDT000019132.1,SAMN08911115,
PDS000000279.1,PDT000005720.1,SAMEA4884816,
PDS000000279.1,PDT000005808.1,SAMEA4884821,
PDS000000279.1,PDT000005951.1,SAMEA4884831,
PDS000000279.1,PDT000006037.1,SAMEA4884828,
PDS000000279.1,PDT000006339.2,SAMEA4884815,
PDS000000279.1,PDT000006581.1,SAMEA4884829,
PDS000000279.1,PDT000006696.1,SAMEA4884819,
PDS000000279.1,PDT000006801.1,SAMEA4884836,
PDS000000283.1,PDT000006845.1,SAMEA4884754,
PDS000000283.1,PDT000017205.2,SAMN05832633,
PDS000000283.1,PDT000017206.1,SAMN05832634,
PDS000000283.1,PDT000017207.1,SAMN05832635,
PDS000000283.1,PDT000017240.1,SAMN05832665,
PDS000000283.1,PDT000017242.1,SAMN05832666,
PDS000000283.1,PDT000017243.1,SAMN05832667,
PDS000000283.1,PDT000017245.1,SAMN05832669,
PDS000000062.2,PDT000000098.1,SAMEA3614301,
PDS000000062.2,PDT000005456.1,SAMEA4885831,
PDS000000062.2,PDT000005573.1,SAMEA4885941,
PDS000000062.2,PDT000005891.1,SAMEA4885820,
PDS000000062.2,PDT000005907.1,SAMEA4884614,
PDS000000062.2,PDT000006335.1,SAMEA4885819,
PDS000000289.1,PDT000005566.1,SAMEA4884686,
PDS000000289.1,PDT000005654.1,SAMEA4884672,
PDS000000289.1,PDT000006341.1,SAMEA4884729,
PDS000000289.1,PDT000006499.1,SAMEA4884690,
PDS000000289.1,PDT000006648.1,SAMEA4884708,
PDS000000289.1,PDT000011424.1,SAMEA3304286,
PDS000000289.1,PDT000011448.1,SAMEA3304283,
PDS000000289.1,PDT000011461.1,SAMEA3304308,
PDS000000248.1,PDT000005401.1,SAMEA4885167,
PDS000000248.1,PDT000005553.1,SAMEA4885126,
PDS000000248.1,PDT000005799.1,SAMEA4885135,
PDS000000248.1,PDT000006157.1,SAMEA4885297,
PDS000000248.1,PDT000006198.1,SAMEA4885146,
PDS000000248.1,PDT000006729.1,SAMEA4885292,
PDS000000248.1,PDT000006854.1,SAMEA4885217,
PDS000000248.1,PDT000006890.1,SAMEA4885136,
PDS000000334.1,PDT000001405.1,SAMEA3916607,
PDS000000334.1,PDT000001409.1,SAMEA3916611,
PDS000000334.1,PDT000001776.1,SAMEA3893950,
PDS000000334.1,PDT000002263.1,SAMEA3942007,
PDS000000334.1,PDT000002498.1,SAMEA3894256,
PDS000000334.1,PDT000002499.1,SAMEA3894257,
PDS000000334.1,PDT000002512.1,SAMEA3894270,
PDS000000334.1,PDT000002553.1,SAMEA3894318,
PDS000000245.1,PDT000005410.1,SAMEA4885416,
PDS000000245.1,PDT000005794.1,SAMEA4885417,
PDS000000245.1,PDT000005962.1,SAMEA4885422,
PDS000000245.1,PDT000006316.1,SAMEA4885415,
PDS000000245.1,PDT000006376.1,SAMEA4885423,
PDS000000245.1,PDT000006405.1,SAMEA4885421,
PDS000000245.1,PDT000006687.1,SAMEA4885249,
PDS000000245.1,PDT000006706.1,SAMEA4885387,
PDS000000340.1,PDT000001710.1,SAMEA3893884,
PDS000000340.1,PDT000002126.1,SAMEA3893746,
PDS000000340.1,PDT000002127.1,SAMEA3893747,
